peakid,pkname,pkname2,location,heightm,heightf,himal,region,open,unlisted,trekking,trekyear,restrict,phost,pstatus,pyear,pseason,pmonth,pday,pexpid,pcountry,psummiters,psmtnote
TAWO,Tawoche,Taboche,Khumbu Himal (NW of Ama Dablam),6495,21309,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1974,Spring,Apr,15,TAWO74101,France,"Louis Dubost, Paul Gendre",
TENE,Tengi Ragi Tau East,"Agole East, Angole East",Rolwaling Himal (NE of Tesi Laptsa),6675,21900,Rolwaling,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,,,Nepal only,Climbed,2005,Autumn,Nov,20,TENE05301,France,"Maxime Belleville, Julien Herry",
TENG,Tengkoma,Tang Kongma,Jongsang Himal (NW of Kangchenjunga),6215,20390,Jongsang,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 1997,Nepal only,Climbed,1949,Spring,Jun,17,TENG49101,"Switzerland, Nepal","Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant, Pasang Sherpa",
TENR,Tengi Ragi Tau,"Agole, Angole",Rolwaling Himal (N of Tesi Laptsa),6938,22762,Rolwaling,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2002,Winter,Dec,4,TENR02401,"Japan, Nepal","Koichi Ezaki, Ruchia Takahashi, Pasang Tamang, Tul Bahadur Tamang",
TENS,Tengi Ragi Tau South,"Pahamlahaka, Yasa Thak, Pomlaca",Rolwaling Himal (E of Tesi Laptsa),6141,20148,Rolwaling,Khumbu-Rolwaling-Makalu,FALSE,TRUE,FALSE,,,Nepal only,Climbed,2002,Autumn,Oct,23,TENS02301,Czech Republic,"Radek Lienerth, Alexandr Toloch",
THAM,Thamserku,Tramserku,Khumbu Himal (SW of Ama Dablam),6618,21713,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1964,Autumn,Nov,4,THAM64301,New Zealand,"Lynn Crawford, Peter Farrell, John McKinnon, Richard Stewart",
THAR,Tharpu Chuli,Tent Peak,Annapurna Himal (Annapurna Sanctuary),5695,18684,Annapurna,Annapurna-Damodar-Peri,FALSE,FALSE,TRUE,1978,,Nepal only,Climbed,1964,Autumn,Oct,23,THAR64301,Japan,"Masaaki Kimura, Kiyoo Shimada",
THOC,Thoche Go,,Peri Himal (SE of Cheo Himal on Tibetan border),6602,21660,Peri,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed,
THOR,Thorong Peak,Thorung Peak,"Muktinath Himal, south of Thorong La",6144,20157,Annapurna,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,,Nepal only,Climbed,2007,Autumn,Nov,8,THOR07301,"Japan, Nepal","Satoru Endo, Mikio Iga, Terue Katakura, Mitsukuni Oka, Rikio Takahashi, Hiroshi Yumoto, Gadjet Bis Gurung, Ang Dawa Tamang, Hit Bahadur Tamang, Pasang Tamang",1st official ascent (likely many others previously)
THRK,Tharke Kang,Tharke Khang,Khumbu Himal (S of Nup La on Tibetan border),6710,22014,Khumbu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Climbed,2017,Autumn,Nov,3,THRK17301,"USA, Nepal","Garrett Madison, Kristin Bennett, Lisa Thompson, Ang Phurba Sherpa, Lhakpa Dendi Sherpa, Pasang Dawa Sherpa, Tashi Sherpa",
THUL,Thulagi,Mansiri Himal,Manaslu Himal (SW of Manaslu),7059,23159,Manaslu/Mansiri,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2003,Nepal only,Climbed,2015,Autumn,Sep,26,THUL15301,Russia,"Alexander Gukov, Ivan Dozhdev, Ruslan Kirichenko, Valeri Shamalo",
TILI,Tilicho,Tilitso,Annapurna-Nilgiri Himal (N of Annapurna I),7134,23406,Annapurna,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1978,Autumn,Oct,10,TILI78301,France,Emmanuel Schmutz,Reinhold Messner claimns first ascent in autumn of 1971
TILJ,Tilje,,Peri Himal (SE of Gyajikang),6530,21424,Peri,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Unclimbed,,,,,,,Unclimbed,
TILK,Til Kang,,Nalakankar Himal (on W Nepal/Tibetan border),6369,20896,Nalakankar/Chandi/Changla,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Climbed,2018,Autumn,Oct,15,TILK18301,UK,"Ed Douglas, Bruce Normand",
TKPO,Tengkangpoche,Thyangmoche,Rolwaling Himal (W of Kwangde),6482,21266,Rolwaling,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2001,Nepal only,Climbed,1984,Autumn,Oct,,TKPO84301,"UK, USA","Trevor Pilling, Andy Zimet",
TKRE,Takargo East,"Thakar Go East, Dragker-go East",Rolwaling Himal (ESE of Takargo),6152,20184,Rolwaling,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Climbed,2015,Autumn,Oct,6,TKRE15301,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa",
TKRG,Takargo,Dragker-go,Rolwaling Himal (E of Chobutse),6771,22215,Rolwaling,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2003,Nepal only,Climbed,2010,Spring,Mar,12,TKRG10101,USA,"David Gottlieb, Joseph Puryear",
TLNG,Talung,,Simhalila Himal (S of Kangchenjunga on Indian border),7349,24111,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2002,Nepal & India,Climbed,1964,Spring,May,19,TLNG64101,"W Germany, Nepal","Franz Lindner, Tenzing Nanda Sherpa",
TOBS,Tobsar,Tabsar,Shringi Himal (ENE of Chamar),6065,19898,Ganesh/Shringi,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2017,Autumn,Oct,1,TOBS17301,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung",
TONG,Tongu,,Mukut Himal (N of Hongde in Hidden Valley),6187,20299,Mukut/Mustang,Dhaulagiri-Mukut,FALSE,TRUE,FALSE,,,Nepal only,Climbed,1959,Autumn,Oct,21,TONG59301,USA,"John Humphreys, Fred Dunn, John Noxon",
TRIA,Triangle Peak,,Jugal Himal (NNW of Dome Blanc on Tibetan border),6484,21273,Jugal,Langtang-Jugal,FALSE,TRUE,FALSE,,,Nepal & China,Climbed,2013,Autumn,Oct,9,TRIA13301,France,"Sebastien Moatti, Max Bonniot",Climbed from Tibetan side
TRIP,Tripura Hiunchuli,"Tripura Thumba, Hanging Glacier Peak",Kanjiroba Himal (SE of Kanjiroba),6553,21499,Kanjiroba,Kanjiroba-Far West,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1986,Autumn,Oct,17,TRIP86301,"Japan, Nepal","Noriyuki Hata, Katashi Tokimoto, Ang Phuri Sherpa",1st ascent of main (north) peak
TSAR,Tsartse,,Mukut Himal (N of Dhampus Peak),6343,20810,Mukut/Mustang,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,2018,Autumn,Sep,25,TSAR18301,"Japan, Nepal","Kouki Ikeda, Daisuke Simozuru, Yujiro Suga, Asahi Takeshita, Dendi Sherpa, Ngima Sherpa, Pemba Sherpa, Tenjin Sherpa, Bir Kaji Tamang",
TSIS,Tsisima,"Chijima, MDM Peak",Janak Himal (WSW of Janak Chuli),6196,20328,Janak/Ohmi Kangri,Kangchenjunga-Janak,FALSE,TRUE,FALSE,,,Nepal only,Climbed,1963,Spring,Jun,3,TSIS63101,"Japan, Nepal","Motohiko Kogo, Kunga Norbu",
TSKP,Tso Karpo,,"Kanjiroba Himal (E of Kanjiroba, W of Tso Karpo Kang)",6518,21385,Kanjiroba,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Unclimbed,,,,,,,Unclimbed,
TSOK,Tso Karpo Kang,Tso Karpo Khang,Kanjiroba Himal (E of Kanjiroba),6556,21509,Kanjiroba,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2002,Nepal only,Climbed,1971,Autumn,Oct,25,TSOK71301,Japan,"Shoji Miyoshi, Koji Mizutani",
TSUR,Tsaurabong Peak,"Chara Ban Peak, White Peak",Dhaulagiri Himal (SSE of Dhaulagiri V),6395,20981,Dhaulagiri,Dhaulagiri-Mukut,FALSE,TRUE,FALSE,,,Nepal only,Climbed,1974,Spring,,,TSUR74101,"Japan, Nepal","Genzaburo Yamasaki, Sherpas (?)",
TUKU,Tukuche,,Dhaulagiri Himal (NE of Dhaulagiri I),6920,22703,Dhaulagiri,Dhaulagiri-Mukut,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1970,Spring,Apr,30,TUKU70101,Japan,"Hirosuke Kikuchi, Eiho Otani, Takao Yonemoto",1st unofficial ascent by USA in 1968?
TUTS,Tutse,"Peak 6, Nephu",Makalu Himal (SE of Makalu),6758,22172,Makalu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2003,Nepal only,Unclimbed,,,,,,,Unclimbed?,Possibly climbed during acclimatization for Makalu by various teams
URKM,Urkinmang,Buddha,Jugal Himal (W of Dorje Lhakpa),6143,20154,Jugal,Langtang-Jugal,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1964,Spring,May,20,URKM64101,"Japan, Nepal","Akira Ban, Kazuhisa Jokei, Tesuya Kiyohara, Mingma Tshering Sherpa",
URMA,Urkema,"Baden Powell Scout Peak, Urgyenma",Langtang Himal (W of Ganja La),5890,19324,Langtang,Langtang-Jugal,TRUE,FALSE,FALSE,,,Nepal only,Climbed,2007,Autumn,Sep,12,URMA07301,"Taiwan, S Korea, Singapore, Australia, Nepal",15 international scout students and 6 Sherpas,
YAKA,Yakawa Kang,,Damodar Himal (N of Thorong La),6482,21266,Damodar,Annapurna-Damodar-Peri,TRUE,FALSE,FALSE,,Opened in 2003,Nepal only,Climbed,2010,Autumn,Nov,7,YAKA10301,"Japan, Nepal","Hidenobu Tsuji, Dawa Norbu Sherpa, Dawa Tshering Sherpa, Tshering Tashi Sherpa",
YALU,Yalung Kang,Yalungkar,Kangchenjunga Himal (W summit of Kangchenjunga),8505,27904,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,,Nepal only,Climbed,1973,Spring,May,14,YALU73101,Japan,"Yutaka Ageta, Takao Matsuda",1st ascent claimed
YALW,Yalung Kang West,,Kangchenjunga Himal (W summit of Yalung Kang),8077,26499,Kangchenjunga/Simhalila,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Unclimbed,,,,,,,Unclimbed,
YANG,Yangri,Jugal,Jugal Himal (N of Phurbi Chhyachu on Tibetan border),6535,21440,Jugal,Langtang-Jugal,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed?,Possibly climbed by Carla Maverna and Irene Affentranger in October 1976 (see AAJ 50:518 (1976))
YANK,Yanme Kang,Yanme Khang,Ohmi Kangri Himal (NW of Nangamari on Tibetan border),6206,20361,Janak/Ohmi Kangri,Kangchenjunga-Janak,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Climbed,2017,Autumn,Oct,29,YANK17301,France,"Gregoire Lestienne, Floriane Pugin",May have climbed the 6244m peak northwest of the 6206m peak that Ministry calls Yanme Kang.
YANS,Yansa Tsenji,"Dragpoche, Dhagpache",Langtang Himal (SW of Shalbachum on Tibetan border),6567,21545,Langtang,Langtang-Jugal,TRUE,FALSE,FALSE,,Opened in 2003,Nepal only,Climbed,2023,Autumn,Oct,28,YANS23301,"Ecuador, USA","Oswaldo Freire Cartegena, Joshua Jarrin Molina",
YARA,Yara Chuli,Yala Chuli,Palchung Himal (SE of Changdi on Tibetan border),6236,20459,Kanti/Palchung,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed,
YARW,Yarwa,,Guras Himal (NW of Nampa on Tibetan border),6644,21798,Api/Byas Risi/Guras,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2014,Nepal only,Unclimbed,,,,,,,Unclimbed,
YAUP,Yaupa,,Makalu Himal (NE of Shershon village on Tibetan border),6422,21070,Makalu,Khumbu-Rolwaling-Makalu,TRUE,FALSE,FALSE,,Opened in 2003,Nepal & China,Climbed,1989,Autumn,Sep,,YAUP89301,"UK, USA","Andy Fanshawe, Vic Saunders, Stephen Sustad",
YLNG,Yalung Peak,,Kangchenjunga Himal (WSW of Kangbachen),7590,24902,Kangchenjunga/Simhalila,Kangchenjunga-Janak,FALSE,TRUE,FALSE,,,Nepal only,Unclimbed,,,,,,,,
YNGS,Yangra Kangri South,"Yangra South, Ganesh I South",Ganesh Himal (NW of Ganesh III on Tibetan border),6863,22516,Ganesh/Shringi,Manaslu-Ganesh,TRUE,FALSE,FALSE,,Opened in 2014,Nepal & China,Unclimbed,,,,,,,Unclimbed?,
YOKO,Yokopahar,Nampa VIII,Guras Himal (NNE of Nampa towards Tibetan border),6423,21073,Api/Byas Risi/Guras,Kanjiroba-Far West,TRUE,FALSE,FALSE,,Opened in 2002,Nepal & China,Unclimbed,,,,,,,Unclimbed,
YUBR,Yubra,,Langtang Himal (ENE of Langtang Lirung),6264,20551,Langtang,Langtang-Jugal,FALSE,TRUE,FALSE,,,Nepal only,Unclimbed,,,,,,,Unclimbed,
